period,state,state_name,sectorid,sector,sales,sales_units,year,month,TMAX,TMIN,TAVG,HDD,CDD,population,per_capita_income
2023-05-01,ME,Maine,RES,residential,333.66239,million kilowatt hours,2023,5,18.68027594791365,4.5429845042761245,11.614042302085196,197.99416666666667,3.694166666666667,1399646,65447
2023-04-01,ME,Maine,RES,residential,384.17907,million kilowatt hours,2023,4,11.784924142433768,0.5308998424627734,6.154539387084286,343.0325,0.045,1399646,65447
2023-03-01,ME,Maine,RES,residential,459.64634,million kilowatt hours,2023,3,4.853236290322581,-5.300127598566308,-0.2229789874551971,548.7766666666666,0.0,1399646,65447
2023-02-01,ME,Maine,RES,residential,492.77373,million kilowatt hours,2023,2,-0.3048308895458018,-12.66323753650508,-6.505434675988403,661.0591666666667,0.0,1399646,65447
2023-01-01,ME,Maine,RES,residential,485.33893,million kilowatt hours,2023,1,1.1959521829702358,-7.440720431072352,-3.123820075186903,626.4499999999999,0.0,1399646,65447
2022-12-01,ME,Maine,RES,residential,442.87751,million kilowatt hours,2022,12,2.428424587472072,-6.082860729981009,-1.829553422616334,593.3049180327869,0.0,1390922,61617
2022-11-01,ME,Maine,RES,residential,378.25519,million kilowatt hours,2022,11,9.531179050729644,-1.3816398153382323,4.101463606766744,411.3016393442623,0.6245901639344263,1390922,61617
2022-10-01,ME,Maine,RES,residential,339.88712,million kilowatt hours,2022,10,16.400533595209563,3.618905370779676,10.00865839121123,241.8468253968254,0.0301587301587301,1390922,61617
2022-09-01,ME,Maine,RES,residential,395.0012,million kilowatt hours,2022,9,20.36621087388356,9.191868804272536,14.78146327750408,107.38730158730158,12.963492063492064,1390922,61617
2022-08-01,ME,Maine,RES,residential,484.67,million kilowatt hours,2022,8,26.26543899873631,14.943697704764764,20.60461784825165,8.946825396825398,89.39206349206349,1390922,61617
2022-07-01,ME,Maine,RES,residential,399.76174,million kilowatt hours,2022,7,27.569684176345007,14.14130829391829,20.856046670359504,7.917460317460318,94.38015873015873,1390922,61617
2022-06-01,ME,Maine,RES,residential,356.43755,million kilowatt hours,2022,6,22.403561201258785,10.264909959985992,16.33508943940728,69.26031746031745,19.103968253968254,1390922,61617
2022-05-01,ME,Maine,RES,residential,353.65399,million kilowatt hours,2022,5,20.280909795632503,6.040174267704857,13.16054203166868,161.37063492063493,12.573809523809524,1390922,61617
2022-04-01,ME,Maine,RES,residential,397.84954,million kilowatt hours,2022,4,11.071483096556504,0.1399988970214991,5.605971630352969,360.5507936507937,0.0,1390922,61617
2022-03-01,ME,Maine,RES,residential,493.69056,million kilowatt hours,2022,3,4.479748305790712,-6.39546050830037,-0.9527748554948764,566.1698412698412,0.0,1390922,61617
2022-02-01,ME,Maine,RES,residential,501.10962,million kilowatt hours,2022,2,0.5116824553370606,-12.878909432824727,-6.167197938148596,651.18125,0.0,1390922,61617
2022-01-01,ME,Maine,RES,residential,547.68,million kilowatt hours,2022,1,-4.205908170306808,-16.631542169043648,-10.395037829317628,839.121875,0.0,1390922,61617
2021-12-01,ME,Maine,RES,residential,495.50251,million kilowatt hours,2021,12,1.4112917187364105,-7.918273539424422,-3.251370993081999,635.1547619047619,0.0,1378931,59384
2021-11-01,ME,Maine,RES,residential,365.25257,million kilowatt hours,2021,11,7.850035282812108,-2.464637181912949,2.6633446645913628,439.62142857142857,0.0,1378931,59384
2021-10-01,ME,Maine,RES,residential,352.2313,million kilowatt hours,2021,10,15.759346246740176,5.6726755776255215,10.71946613512083,222.06507936507936,0.3484126984126987,1378931,59384
2021-09-01,ME,Maine,RES,residential,437.35582,million kilowatt hours,2021,9,21.57724106151165,10.354268479231894,15.965754770371772,71.28412698412698,11.211904761904762,1378931,59384
2021-08-01,ME,Maine,RES,residential,436.38626,million kilowatt hours,2021,8,26.23731321850758,15.26838043039475,20.74745706721736,12.07063492063492,95.84126984126983,1378931,59384
2021-07-01,ME,Maine,RES,residential,429.97373,million kilowatt hours,2021,7,23.539757666888452,13.301318969482184,18.39810753283183,30.700000000000003,43.7468253968254,1378931,59384
2021-06-01,ME,Maine,RES,residential,386.77151,million kilowatt hours,2021,6,25.556655531518697,12.562613488988614,19.05487279566508,38.21031746031746,69.93095238095238,1378931,59384
2021-05-01,ME,Maine,RES,residential,342.11034,million kilowatt hours,2021,5,18.8806105745557,5.547301678852785,12.21183068013435,187.49285714285716,8.871428571428572,1378931,59384
2021-04-01,ME,Maine,RES,residential,423.9298,million kilowatt hours,2021,4,13.056345386961151,0.6580200432663487,6.822943139653936,324.15000000000003,0.0,1378931,59384
2021-03-01,ME,Maine,RES,residential,456.61498,million kilowatt hours,2021,3,5.74614375096118,-7.050855573749224,-0.6523559113940214,565.25,0.0,1378931,59384
2021-02-01,ME,Maine,RES,residential,468.12911,million kilowatt hours,2021,2,-1.3593441915560254,-12.4441183584858,-6.901731275020912,678.2492063492062,0.0,1378931,59384
2021-01-01,ME,Maine,RES,residential,468.00806,million kilowatt hours,2021,1,-0.9449909673872808,-9.139555994440787,-5.042921202368207,699.484126984127,0.0,1378931,59384
2020-12-01,ME,Maine,RES,residential,423.78465,million kilowatt hours,2020,12,2.007421191094161,-6.136101916101175,-2.028467346630491,600.7063492063492,0.0,1364571,54330
2020-11-01,ME,Maine,RES,residential,350.89258,million kilowatt hours,2020,11,8.87928740844997,-1.79754476503245,3.54087132170876,423.4277777777778,0.0055555555555555,1364571,54330
2020-10-01,ME,Maine,RES,residential,362.99703,million kilowatt hours,2020,10,13.212492068457898,2.6105634817423446,7.910394196668749,299.37890625,0.0148437499999999,1364571,54330
2020-09-01,ME,Maine,RES,residential,385.28006,million kilowatt hours,2020,9,21.433377764899063,8.022322898508062,14.726177996102656,112.61984126984127,14.754761904761905,1364571,54330
2020-08-01,ME,Maine,RES,residential,485.72863,million kilowatt hours,2020,8,25.80611025772316,13.33974227683905,19.56889674904106,26.04047619047619,73.68015873015874,1364571,54330
2020-07-01,ME,Maine,RES,residential,454.02444,million kilowatt hours,2020,7,26.616188177835024,15.62301105711926,21.119599617477142,8.645238095238096,103.2277777777778,1364571,54330
2020-06-01,ME,Maine,RES,residential,372.65102,million kilowatt hours,2020,6,24.01311858076564,10.870767195767195,17.437516534391534,60.19206349206349,49.12301587301587,1364571,54330
2020-05-01,ME,Maine,RES,residential,359.95718,million kilowatt hours,2020,5,18.19580964983255,4.704599221910437,11.448506699305604,219.10555555555555,18.47142857142857,1364571,54330
2020-04-01,ME,Maine,RES,residential,401.91294,million kilowatt hours,2020,4,9.39187586614041,-1.4062653158325908,3.986210414987621,409.6380952380953,0.0,1364571,54330
2020-03-01,ME,Maine,RES,residential,424.19154,million kilowatt hours,2020,3,5.384469310785853,-5.933483279672696,-0.2745069844434217,551.4595238095237,0.0,1364571,54330
2020-02-01,ME,Maine,RES,residential,398.51997,million kilowatt hours,2020,2,0.5145737327188941,-11.797064595582391,-5.6412454314317495,679.4483870967742,0.0,1364571,54330
2020-01-01,ME,Maine,RES,residential,485.32297,million kilowatt hours,2020,1,-0.5431168166191207,-10.055811571940604,-5.299464194279862,704.8634920634921,0.0,1364571,54330
2019-12-01,ME,Maine,RES,residential,438.65675,million kilowatt hours,2019,12,0.3324656020090548,-9.03154821908602,-4.348963594722694,668.7,0.0,1357523,49983
2019-11-01,ME,Maine,RES,residential,389.6277,million kilowatt hours,2019,11,4.245137915245674,-4.87228419658646,-0.3196583597795882,534.31328125,0.0,1357523,49983
2019-10-01,ME,Maine,RES,residential,347.42135,million kilowatt hours,2019,10,13.726353079210584,3.3589302538430874,8.543816923561467,285.7546875,0.0492187499999999,1357523,49983
2019-09-01,ME,Maine,RES,residential,360.00979,million kilowatt hours,2019,9,20.18016771092912,7.848604937893865,14.01438632441149,124.73492063492064,6.276190476190477,1357523,49983
2019-08-01,ME,Maine,RES,residential,412.85738,million kilowatt hours,2019,8,25.195181912883804,12.701042998000917,18.94811245544236,18.876984126984127,46.871428571428574,1357523,49983
2019-07-01,ME,Maine,RES,residential,395.60656,million kilowatt hours,2019,7,27.564805169694548,14.506926313479552,21.035418154320773,4.617460317460318,96.90793650793653,1357523,49983
2019-06-01,ME,Maine,RES,residential,330.85118,million kilowatt hours,2019,6,22.310598380292443,9.917354966402154,16.11352055220152,68.37063492063493,12.28888888888889,1357523,49983
2019-05-01,ME,Maine,RES,residential,363.55413,million kilowatt hours,2019,5,15.235890558449372,4.379265720625167,9.807578139537272,250.9309523809524,0.4349206349206349,1357523,49983
2019-04-01,ME,Maine,RES,residential,368.66746,million kilowatt hours,2019,4,9.735068373028223,-0.390777273872512,4.672145549577856,390.9714285714286,0.0,1357523,49983
2019-03-01,ME,Maine,RES,residential,439.63528,million kilowatt hours,2019,3,2.8782614264862514,-9.88463057423152,-3.504474166632815,637.2553846153846,0.0,1357523,49983
2019-02-01,ME,Maine,RES,residential,465.4563,million kilowatt hours,2019,2,-1.945653783538399,-13.468950486835103,-7.701447434332049,702.6576923076923,0.0,1357523,49983
2019-01-01,ME,Maine,RES,residential,481.46513,million kilowatt hours,2019,1,-3.140232737970224,-14.434089840452469,-8.787161289211346,811.3007692307692,0.0,1357523,49983
2018-12-01,ME,Maine,RES,residential,455.50173,million kilowatt hours,2018,12,-0.112680554107499,-10.680621056362993,-5.389013442597882,706.9346153846154,0.0,1350606,47729
2018-11-01,ME,Maine,RES,residential,382.90583,million kilowatt hours,2018,11,3.0642019944295806,-4.611414292731534,-0.7736061491509767,547.2276923076923,0.0,1350606,47729
2018-10-01,ME,Maine,RES,residential,357.20807,million kilowatt hours,2018,10,11.106891948155388,1.9798116111873223,6.543351779671356,343.5969696969697,0.9522727272727274,1350606,47729
2018-09-01,ME,Maine,RES,residential,397.80946,million kilowatt hours,2018,9,21.60132624722584,9.29204680410867,15.443108437089167,102.32727272727271,27.01212121212121,1350606,47729
2018-08-01,ME,Maine,RES,residential,451.74398,million kilowatt hours,2018,8,26.629416382222796,15.05267207597904,20.84281316989933,8.61590909090909,94.0909090909091,1350606,47729
2018-07-01,ME,Maine,RES,residential,386.30437,million kilowatt hours,2018,7,27.32406864977,14.835100346871675,21.08085645841285,7.215671641791045,99.3037313432836,1350606,47729
2018-06-01,ME,Maine,RES,residential,344.42748,million kilowatt hours,2018,6,22.45441535480779,9.206931719135786,15.828554820210766,84.3223880597015,19.92537313432836,1350606,47729
2018-05-01,ME,Maine,RES,residential,325.24989,million kilowatt hours,2018,5,20.30548450754753,5.3813727529170885,12.844090538084352,161.92537313432837,4.981343283582089,1350606,47729
2018-04-01,ME,Maine,RES,residential,381.76731,million kilowatt hours,2018,4,8.88420091659927,-2.008911354557263,3.4401510305614784,430.66641791044776,0.0,1350606,47729
2018-03-01,ME,Maine,RES,residential,418.59691,million kilowatt hours,2018,3,3.696512291810266,-5.577010277362352,-0.9371727760634628,574.9416666666667,0.0,1350606,47729
2018-02-01,ME,Maine,RES,residential,447.10677,million kilowatt hours,2018,2,1.708792389202837,-10.283247888098634,-4.287227749447899,605.4544776119402,0.0,1350606,47729
2018-01-01,ME,Maine,RES,residential,523.3792,million kilowatt hours,2018,1,-3.2531604484155845,-13.949632953398266,-8.601945707818972,804.6261194029851,0.0,1350606,47729
2017-12-01,ME,Maine,RES,residential,421.71348,million kilowatt hours,2017,12,-2.8727609891376846,-12.52210859207742,-7.699728516781876,778.1059701492537,0.0,1344956,45905
2017-11-01,ME,Maine,RES,residential,387.04656,million kilowatt hours,2017,11,6.479603447961656,-4.062878039594457,1.207239352687114,490.2343283582089,0.0,1344956,45905
2017-10-01,ME,Maine,RES,residential,323.51508,million kilowatt hours,2017,10,17.961998268868868,5.661229362105521,11.811613815487194,187.9253731343284,1.0089552238805974,1344956,45905
2017-09-01,ME,Maine,RES,residential,371.77438,million kilowatt hours,2017,9,23.03204980842912,10.83672936259143,16.934389585510274,62.29621212121212,29.993181818181817,1344956,45905
2017-08-01,ME,Maine,RES,residential,374.81305,million kilowatt hours,2017,8,24.596776837433755,11.817592608765375,18.20836375479584,35.49166666666667,41.45454545454545,1344956,45905
2017-07-01,ME,Maine,RES,residential,377.82511,million kilowatt hours,2017,7,25.2072132567636,13.24953104599076,19.228293781471223,18.62878787878788,55.665909090909096,1344956,45905
2017-06-01,ME,Maine,RES,residential,359.53961,million kilowatt hours,2017,6,22.86297508887452,10.853996421522282,16.858972768185414,66.48939393939395,32.290151515151514,1344956,45905
2017-05-01,ME,Maine,RES,residential,340.95767,million kilowatt hours,2017,5,16.35360167456969,5.71658996956952,11.035095822069604,218.98769230769236,6.468461538461537,1344956,45905
2017-04-01,ME,Maine,RES,residential,370.46373,million kilowatt hours,2017,4,11.759809833664898,1.0087357473106395,6.37577850998379,338.48203125,0.1984375000000001,1344956,45905
2017-03-01,ME,Maine,RES,residential,442.12292,million kilowatt hours,2017,3,0.93291403019024,-9.954684039265691,-4.510885004537727,681.20234375,0.0,1344956,45905
2017-02-01,ME,Maine,RES,residential,390.67361,million kilowatt hours,2017,2,0.3361578778519955,-11.191068232421172,-5.427455177284589,613.9738461538462,0.0,1344956,45905
2017-01-01,ME,Maine,RES,residential,478.0898,million kilowatt hours,2017,1,0.007429347778824,-9.663463325883429,-4.838431582750477,671.9350746268657,0.0,1344956,45905
2016-12-01,ME,Maine,RES,residential,445.04273,million kilowatt hours,2016,12,-0.1980621965238024,-10.53230129630901,-5.366779986885615,705.3181818181819,0.0,1340292,44234
2016-11-01,ME,Maine,RES,residential,328.958,million kilowatt hours,2016,11,8.079748276414943,-0.9660249318582652,3.556861672278339,425.7257575757576,0.0,1340292,44234
2016-10-01,ME,Maine,RES,residential,328.4991,million kilowatt hours,2016,10,14.380519865377488,3.3600607797838054,8.870290322580646,281.55,0.023076923076923,1340292,44234
2016-09-01,ME,Maine,RES,residential,391.23885,million kilowatt hours,2016,9,22.16364012203535,9.553092556426774,15.85836633923106,88.32230769230769,24.35692307692308,1340292,44234
2016-08-01,ME,Maine,RES,residential,430.75094,million kilowatt hours,2016,8,26.4415007811782,13.626580681365628,20.03404073127191,9.403030303030304,70.47803030303031,1340292,44234
2016-07-01,ME,Maine,RES,residential,372.59494,million kilowatt hours,2016,7,26.14547589977405,14.182956736156232,20.164216317965145,17.97923076923077,83.57692307692308,1340292,44234
2016-06-01,ME,Maine,RES,residential,332.9184,million kilowatt hours,2016,6,22.70740195053988,10.090303950838432,16.398833109419314,65.13030303030304,18.866666666666667,1340292,44234
2016-05-01,ME,Maine,RES,residential,334.22029,million kilowatt hours,2016,5,18.33366730229356,5.904516314423433,12.124807665082416,185.68257575757573,5.054545454545455,1340292,44234
2016-04-01,ME,Maine,RES,residential,359.20828,million kilowatt hours,2016,4,10.444517288267289,-2.6534188034188038,3.903896103896104,412.2636363636364,0.0,1340292,44234
2016-03-01,ME,Maine,RES,residential,418.9321,million kilowatt hours,2016,3,4.817695991198958,-5.859573325197166,-0.5209386669991045,564.209090909091,0.0,1340292,44234
2016-02-01,ME,Maine,RES,residential,408.66854,million kilowatt hours,2016,2,1.256663260111536,-10.93086066232618,-4.835761101924895,651.6053030303029,0.0,1340292,44234
2016-01-01,ME,Maine,RES,residential,434.79282,million kilowatt hours,2016,1,-0.8334630741619989,-10.948575902393108,-5.891019488277553,729.6681818181818,0.0,1340292,44234
2015-12-01,ME,Maine,RES,residential,430.80993,million kilowatt hours,2015,12,4.057315142526488,-3.5346255660048764,0.2593539117538005,540.6954545454546,0.0,1335768,42939
2015-11-01,ME,Maine,RES,residential,323.47684,million kilowatt hours,2015,11,8.636300519403967,-1.4331999014645191,3.60702626417394,424.0901515151516,0.0,1335768,42939
2015-10-01,ME,Maine,RES,residential,343.78942,million kilowatt hours,2015,10,12.875784906096968,1.0244722363329188,6.950128571214943,338.9977272727273,0.0,1335768,42939
2015-09-01,ME,Maine,RES,residential,388.12931,million kilowatt hours,2015,9,23.809233856820065,10.589906764159638,17.201086332781735,64.47878787878788,40.64242424242424,1335768,42939
2015-08-01,ME,Maine,RES,residential,403.16618,million kilowatt hours,2015,8,25.851858032895297,14.388542488286648,20.120200260590973,7.418181818181819,72.68484848484849,1335768,42939
2015-07-01,ME,Maine,RES,residential,375.67052,million kilowatt hours,2015,7,24.82890669589409,13.1759028550241,19.00266130904896,20.96439393939394,51.78484848484849,1335768,42939
2015-06-01,ME,Maine,RES,residential,332.27553,million kilowatt hours,2015,6,20.201670694721592,9.522653359538264,14.86622297240356,102.79552238805972,9.879850746268655,1335768,42939
2015-05-01,ME,Maine,RES,residential,315.59547,million kilowatt hours,2015,5,20.903113765947893,6.53804398836724,13.721375841320812,141.86985294117648,15.530882352941177,1335768,42939
2015-04-01,ME,Maine,RES,residential,390.01583,million kilowatt hours,2015,4,10.038766120602702,-2.057370631940847,3.990697744330928,413.7478260869565,0.0,1335768,42939
2015-03-01,ME,Maine,RES,residential,426.14772,million kilowatt hours,2015,3,1.485199623616645,-11.640977902281282,-5.0771070303867925,699.8115942028985,0.0,1335768,42939
2015-02-01,ME,Maine,RES,residential,453.23584,million kilowatt hours,2015,2,-7.698397707231042,-20.613912636477856,-14.153738931358497,883.7326086956522,0.0,1335768,42939
2015-01-01,ME,Maine,RES,residential,479.9884,million kilowatt hours,2015,1,-4.106023919245118,-16.743622558700903,-10.424823238973008,872.015,0.0,1335768,42939
2014-12-01,ME,Maine,RES,residential,444.6528,million kilowatt hours,2014,12,1.4098142904993995,-6.36034456339967,-2.4759541139568464,621.7835714285715,0.0,1336617,41137
2014-11-01,ME,Maine,RES,residential,373.40281,million kilowatt hours,2014,11,5.266528209259412,-3.831984087202133,0.7182721191715553,506.4835714285714,0.0,1336617,41137
2014-10-01,ME,Maine,RES,residential,334.53604,million kilowatt hours,2014,10,14.66964269682875,4.893677615109496,9.781363688995237,253.92142857142855,1.2099999999999995,1336617,41137
2014-09-01,ME,Maine,RES,residential,342.16512,million kilowatt hours,2014,9,20.82219065863893,7.613630176975005,14.21791041780697,133.12071428571429,20.110714285714284,1336617,41137
2014-08-01,ME,Maine,RES,residential,386.133,million kilowatt hours,2014,8,24.47945518593501,12.471953429007463,18.477046769357173,21.31857142857143,36.05285714285715,1336617,41137
2014-07-01,ME,Maine,RES,residential,410.06061,million kilowatt hours,2014,7,26.00814074653563,14.326960878387464,20.167550812461545,9.702857142857145,76.30857142857144,1336617,41137
2014-06-01,ME,Maine,RES,residential,315.23005,million kilowatt hours,2014,6,23.15867921651419,10.61759002788855,16.886056449553,56.12428571428571,22.90642857142857,1336617,41137
2014-05-01,ME,Maine,RES,residential,331.4013,million kilowatt hours,2014,5,17.309227402067414,5.80619038708003,11.55770889457372,199.23591549295776,0.5274647887323944,1336617,41137
2014-04-01,ME,Maine,RES,residential,356.76361,million kilowatt hours,2014,4,10.427845494016733,-1.5205273747749657,4.4536590596208825,398.7239436619719,0.0,1336617,41137
2014-03-01,ME,Maine,RES,residential,436.28367,million kilowatt hours,2014,3,-0.0106829641603343,-13.25450625728923,-6.6349700461329295,744.8866197183098,0.0,1336617,41137
2014-02-01,ME,Maine,RES,residential,419.27652,million kilowatt hours,2014,2,-1.923024738172625,-14.33668137965321,-8.129853058912918,711.3316901408451,0.0,1336617,41137
2014-01-01,ME,Maine,RES,residential,510.69946,million kilowatt hours,2014,1,-3.5323177411923123,-14.535902139972546,-9.028327167017965,823.5232394366197,0.0,1336617,41137
2024-12-01,ME,Maine,COM,commercial,323.04052,million kilowatt hours,2024,12,0.7118128841380542,-9.058279368200136,-4.170266082319365,676.2704918032787,0.0,1405012,68932
2024-11-01,ME,Maine,COM,commercial,302.56444,million kilowatt hours,2024,11,9.231894266631972,-0.1660622029604505,4.5332488133372815,395.194262295082,0.2106557377049181,1405012,68932
2024-10-01,ME,Maine,COM,commercial,341.81279,million kilowatt hours,2024,10,15.241341198725609,3.397452350446214,9.319467762240231,258.975,0.01,1405012,68932
2024-09-01,ME,Maine,COM,commercial,366.42903,million kilowatt hours,2024,9,22.16460737743373,9.494524862946456,15.840979049559373,73.05317460317461,12.587301587301589,1405012,68932
2024-08-01,ME,Maine,COM,commercial,380.63463,million kilowatt hours,2024,8,24.83396820647264,13.874471116907742,19.35398703990584,16.28174603174603,57.50238095238095,1405012,68932
2024-07-01,ME,Maine,COM,commercial,387.24176,million kilowatt hours,2024,7,27.440777753341543,15.979367070009124,21.70915843318071,2.1967741935483875,113.04435483870968,1405012,68932
2024-06-01,ME,Maine,COM,commercial,327.28214,million kilowatt hours,2024,6,24.49829803214953,12.414674458991756,18.454877187683778,33.09435483870968,46.15967741935484,1405012,68932
2024-05-01,ME,Maine,COM,commercial,313.69419,million kilowatt hours,2024,5,19.40471339385527,7.482789044436081,13.444891374874263,143.9282258064516,8.864516129032259,1405012,68932
2024-04-01,ME,Maine,COM,commercial,327.76043,million kilowatt hours,2024,4,11.47668476948768,-0.3004407214427119,5.615923527456634,353.22258064516126,0.0,1405012,68932
2024-03-01,ME,Maine,COM,commercial,337.29228,million kilowatt hours,2024,3,5.376062600639281,-3.613083869906392,0.8814893653664443,506.1733870967742,0.0,1405012,68932
2024-02-01,ME,Maine,COM,commercial,362.84766,million kilowatt hours,2024,2,1.9364084506336423,-9.43651824045504,-3.7476452943559377,605.1161290322581,0.0,1405012,68932
2024-01-01,ME,Maine,COM,commercial,347.36115,million kilowatt hours,2024,1,-1.1244715358696469,-9.95523817218291,-5.54590322230896,717.0827868852459,0.0,1405012,68932
2023-12-01,ME,Maine,COM,commercial,312.3855,million kilowatt hours,2023,12,3.216791725923491,-5.313211883661665,-1.0484565579563545,560.2155737704918,0.0,1399646,65447
2023-11-01,ME,Maine,COM,commercial,330.08338,million kilowatt hours,2023,11,5.55991642902094,-4.253961004616739,0.6503604434555209,500.02166666666665,0.0,1399646,65447
2023-10-01,ME,Maine,COM,commercial,333.13237,million kilowatt hours,2023,10,16.416015105572068,6.552424437730192,11.502285451815569,195.875,2.049166666666667,1399646,65447
2023-09-01,ME,Maine,COM,commercial,355.49782,million kilowatt hours,2023,9,22.39185370182556,11.281001149425288,16.843530359199875,68.69583333333334,35.29083333333333,1399646,65447
2023-08-01,ME,Maine,COM,commercial,341.21381,million kilowatt hours,2023,8,23.50040166140901,13.055712221718943,18.28236638216817,21.6625,31.266666666666666,1399646,65447
2023-07-01,ME,Maine,COM,commercial,338.91713,million kilowatt hours,2023,7,26.83529636207697,16.763200590704614,21.797904820804007,1.7500000000000002,116.88728813559322,1399646,65447
2023-06-01,ME,Maine,COM,commercial,315.48543,million kilowatt hours,2023,6,21.010806211906157,11.155475995658346,16.083122943975955,80.3322033898305,24.56864406779661,1399646,65447
2023-05-01,ME,Maine,COM,commercial,319.10532,million kilowatt hours,2023,5,18.68027594791365,4.5429845042761245,11.614042302085196,197.99416666666667,3.694166666666667,1399646,65447
2023-04-01,ME,Maine,COM,commercial,304.2314,million kilowatt hours,2023,4,11.784924142433768,0.5308998424627734,6.154539387084286,343.0325,0.045,1399646,65447
2023-03-01,ME,Maine,COM,commercial,359.66606,million kilowatt hours,2023,3,4.853236290322581,-5.300127598566308,-0.2229789874551971,548.7766666666666,0.0,1399646,65447
2023-02-01,ME,Maine,COM,commercial,347.07397,million kilowatt hours,2023,2,-0.3048308895458018,-12.66323753650508,-6.505434675988403,661.0591666666667,0.0,1399646,65447
2023-01-01,ME,Maine,COM,commercial,360.35182,million kilowatt hours,2023,1,1.1959521829702358,-7.440720431072352,-3.123820075186903,626.4499999999999,0.0,1399646,65447
2022-12-01,ME,Maine,COM,commercial,338.69544,million kilowatt hours,2022,12,2.428424587472072,-6.082860729981009,-1.829553422616334,593.3049180327869,0.0,1390922,61617
2022-11-01,ME,Maine,COM,commercial,315.207,million kilowatt hours,2022,11,9.531179050729644,-1.3816398153382323,4.101463606766744,411.3016393442623,0.6245901639344263,1390922,61617
2022-10-01,ME,Maine,COM,commercial,308.4648,million kilowatt hours,2022,10,16.400533595209563,3.618905370779676,10.00865839121123,241.8468253968254,0.0301587301587301,1390922,61617
2022-09-01,ME,Maine,COM,commercial,368.52153,million kilowatt hours,2022,9,20.36621087388356,9.191868804272536,14.78146327750408,107.38730158730158,12.963492063492064,1390922,61617
2022-08-01,ME,Maine,COM,commercial,402.19716,million kilowatt hours,2022,8,26.26543899873631,14.943697704764764,20.60461784825165,8.946825396825398,89.39206349206349,1390922,61617
2022-07-01,ME,Maine,COM,commercial,347.43267,million kilowatt hours,2022,7,27.569684176345007,14.14130829391829,20.856046670359504,7.917460317460318,94.38015873015873,1390922,61617
2022-06-01,ME,Maine,COM,commercial,334.05847,million kilowatt hours,2022,6,22.403561201258785,10.264909959985992,16.33508943940728,69.26031746031745,19.103968253968254,1390922,61617
2022-05-01,ME,Maine,COM,commercial,317.3371,million kilowatt hours,2022,5,20.280909795632503,6.040174267704857,13.16054203166868,161.37063492063493,12.573809523809524,1390922,61617
2022-04-01,ME,Maine,COM,commercial,310.73795,million kilowatt hours,2022,4,11.071483096556504,0.1399988970214991,5.605971630352969,360.5507936507937,0.0,1390922,61617
2022-03-01,ME,Maine,COM,commercial,349.83432,million kilowatt hours,2022,3,4.479748305790712,-6.39546050830037,-0.9527748554948764,566.1698412698412,0.0,1390922,61617
2022-02-01,ME,Maine,COM,commercial,350.49846,million kilowatt hours,2022,2,0.5116824553370606,-12.878909432824727,-6.167197938148596,651.18125,0.0,1390922,61617
2022-01-01,ME,Maine,COM,commercial,386.41411,million kilowatt hours,2022,1,-4.205908170306808,-16.631542169043648,-10.395037829317628,839.121875,0.0,1390922,61617
2021-12-01,ME,Maine,COM,commercial,355.71239,million kilowatt hours,2021,12,1.4112917187364105,-7.918273539424422,-3.251370993081999,635.1547619047619,0.0,1378931,59384
2021-11-01,ME,Maine,COM,commercial,289.1961,million kilowatt hours,2021,11,7.850035282812108,-2.464637181912949,2.6633446645913628,439.62142857142857,0.0,1378931,59384
2021-10-01,ME,Maine,COM,commercial,313.08167,million kilowatt hours,2021,10,15.759346246740176,5.6726755776255215,10.71946613512083,222.06507936507936,0.3484126984126987,1378931,59384
2021-09-01,ME,Maine,COM,commercial,378.46242,million kilowatt hours,2021,9,21.57724106151165,10.354268479231894,15.965754770371772,71.28412698412698,11.211904761904762,1378931,59384
2021-08-01,ME,Maine,COM,commercial,364.26751,million kilowatt hours,2021,8,26.23731321850758,15.26838043039475,20.74745706721736,12.07063492063492,95.84126984126983,1378931,59384
2021-07-01,ME,Maine,COM,commercial,345.35077,million kilowatt hours,2021,7,23.539757666888452,13.301318969482184,18.39810753283183,30.700000000000003,43.7468253968254,1378931,59384
2021-06-01,ME,Maine,COM,commercial,336.51279,million kilowatt hours,2021,6,25.556655531518697,12.562613488988614,19.05487279566508,38.21031746031746,69.93095238095238,1378931,59384
2021-05-01,ME,Maine,COM,commercial,287.51968,million kilowatt hours,2021,5,18.8806105745557,5.547301678852785,12.21183068013435,187.49285714285716,8.871428571428572,1378931,59384
2021-04-01,ME,Maine,COM,commercial,327.60521,million kilowatt hours,2021,4,13.056345386961151,0.6580200432663487,6.822943139653936,324.15000000000003,0.0,1378931,59384
2021-03-01,ME,Maine,COM,commercial,328.06604,million kilowatt hours,2021,3,5.74614375096118,-7.050855573749224,-0.6523559113940214,565.25,0.0,1378931,59384
2021-02-01,ME,Maine,COM,commercial,301.39221,million kilowatt hours,2021,2,-1.3593441915560254,-12.4441183584858,-6.901731275020912,678.2492063492062,0.0,1378931,59384
2021-01-01,ME,Maine,COM,commercial,321.72922,million kilowatt hours,2021,1,-0.9449909673872808,-9.139555994440787,-5.042921202368207,699.484126984127,0.0,1378931,59384
2020-12-01,ME,Maine,COM,commercial,327.32716,million kilowatt hours,2020,12,2.007421191094161,-6.136101916101175,-2.028467346630491,600.7063492063492,0.0,1364571,54330
2020-11-01,ME,Maine,COM,commercial,265.18285,million kilowatt hours,2020,11,8.87928740844997,-1.79754476503245,3.54087132170876,423.4277777777778,0.0055555555555555,1364571,54330
