period,stateid,stateDescription,sectorid,sectorName,sales,sales-units
2024-12-01,CT,Connecticut,RES,residential,1270.87704,million kilowatt hours
2024-11-01,CT,Connecticut,RES,residential,902.2263,million kilowatt hours
2024-10-01,CT,Connecticut,RES,residential,828.57201,million kilowatt hours
2024-09-01,CT,Connecticut,RES,residential,885.14973,million kilowatt hours
2024-08-01,CT,Connecticut,RES,residential,1318.04942,million kilowatt hours
2024-07-01,CT,Connecticut,RES,residential,1504.28521,million kilowatt hours
2024-06-01,CT,Connecticut,RES,residential,1169.81084,million kilowatt hours
2024-05-01,CT,Connecticut,RES,residential,879.65058,million kilowatt hours
2024-04-01,CT,Connecticut,RES,residential,876.01541,million kilowatt hours
2024-03-01,CT,Connecticut,RES,residential,981.32315,million kilowatt hours
2024-02-01,CT,Connecticut,RES,residential,1051.80176,million kilowatt hours
2024-01-01,CT,Connecticut,RES,residential,1274.14156,million kilowatt hours
2023-12-01,CT,Connecticut,RES,residential,1159.97818,million kilowatt hours
2023-11-01,CT,Connecticut,RES,residential,975.33679,million kilowatt hours
2023-10-01,CT,Connecticut,RES,residential,837.08098,million kilowatt hours
2023-09-01,CT,Connecticut,RES,residential,1050.39968,million kilowatt hours
2023-08-01,CT,Connecticut,RES,residential,1255.3172,million kilowatt hours
2023-07-01,CT,Connecticut,RES,residential,1520.91214,million kilowatt hours
2023-06-01,CT,Connecticut,RES,residential,922.85242,million kilowatt hours
2023-05-01,CT,Connecticut,RES,residential,826.13519,million kilowatt hours
2023-04-01,CT,Connecticut,RES,residential,839.8709,million kilowatt hours
2023-03-01,CT,Connecticut,RES,residential,995.03488,million kilowatt hours
2023-02-01,CT,Connecticut,RES,residential,1001.29324,million kilowatt hours
2023-01-01,CT,Connecticut,RES,residential,1169.0874,million kilowatt hours
2022-12-01,CT,Connecticut,RES,residential,1221.00945,million kilowatt hours
2022-11-01,CT,Connecticut,RES,residential,923.12589,million kilowatt hours
2022-10-01,CT,Connecticut,RES,residential,837.55501,million kilowatt hours
2022-09-01,CT,Connecticut,RES,residential,952.80038,million kilowatt hours
2022-08-01,CT,Connecticut,RES,residential,1468.1504,million kilowatt hours
2022-07-01,CT,Connecticut,RES,residential,1470.26413,million kilowatt hours
2022-06-01,CT,Connecticut,RES,residential,1042.16104,million kilowatt hours
2022-05-01,CT,Connecticut,RES,residential,922.88105,million kilowatt hours
2022-04-01,CT,Connecticut,RES,residential,849.40744,million kilowatt hours
2022-03-01,CT,Connecticut,RES,residential,1021.63229,million kilowatt hours
2022-02-01,CT,Connecticut,RES,residential,1105.94668,million kilowatt hours
2022-01-01,CT,Connecticut,RES,residential,1375.75326,million kilowatt hours
2021-12-01,CT,Connecticut,RES,residential,1176.49193,million kilowatt hours
2021-11-01,CT,Connecticut,RES,residential,934.7493,million kilowatt hours
2021-10-01,CT,Connecticut,RES,residential,839.86501,million kilowatt hours
2021-09-01,CT,Connecticut,RES,residential,1137.78708,million kilowatt hours
2021-08-01,CT,Connecticut,RES,residential,1370.41005,million kilowatt hours
2021-07-01,CT,Connecticut,RES,residential,1268.73061,million kilowatt hours
2021-06-01,CT,Connecticut,RES,residential,1222.93723,million kilowatt hours
2021-05-01,CT,Connecticut,RES,residential,834.63948,million kilowatt hours
2021-04-01,CT,Connecticut,RES,residential,839.08515,million kilowatt hours
2021-03-01,CT,Connecticut,RES,residential,1044.90896,million kilowatt hours
2021-02-01,CT,Connecticut,RES,residential,1144.79686,million kilowatt hours
2021-01-01,CT,Connecticut,RES,residential,1277.72635,million kilowatt hours
2020-12-01,CT,Connecticut,RES,residential,1210.74159,million kilowatt hours
2020-11-01,CT,Connecticut,RES,residential,928.89518,million kilowatt hours
2020-10-01,CT,Connecticut,RES,residential,835.16208,million kilowatt hours
2020-09-01,CT,Connecticut,RES,residential,935.54008,million kilowatt hours
2020-08-01,CT,Connecticut,RES,residential,1395.61408,million kilowatt hours
2020-07-01,CT,Connecticut,RES,residential,1587.47469,million kilowatt hours
2020-06-01,CT,Connecticut,RES,residential,1172.11992,million kilowatt hours
2020-05-01,CT,Connecticut,RES,residential,875.64253,million kilowatt hours
2020-04-01,CT,Connecticut,RES,residential,939.58265,million kilowatt hours
2020-03-01,CT,Connecticut,RES,residential,941.0436,million kilowatt hours
2020-02-01,CT,Connecticut,RES,residential,993.9552,million kilowatt hours
2020-01-01,CT,Connecticut,RES,residential,1166.06741,million kilowatt hours
2019-12-01,CT,Connecticut,RES,residential,1311.64011,million kilowatt hours
2019-11-01,CT,Connecticut,RES,residential,848.38815,million kilowatt hours
2019-10-01,CT,Connecticut,RES,residential,797.96626,million kilowatt hours
2019-09-01,CT,Connecticut,RES,residential,851.11271,million kilowatt hours
2019-08-01,CT,Connecticut,RES,residential,1249.77251,million kilowatt hours
2019-07-01,CT,Connecticut,RES,residential,1500.66137,million kilowatt hours
2019-06-01,CT,Connecticut,RES,residential,943.78036,million kilowatt hours
2019-05-01,CT,Connecticut,RES,residential,814.09287,million kilowatt hours
2019-04-01,CT,Connecticut,RES,residential,821.81449,million kilowatt hours
2019-03-01,CT,Connecticut,RES,residential,1043.86672,million kilowatt hours
2019-02-01,CT,Connecticut,RES,residential,1050.96276,million kilowatt hours
2019-01-01,CT,Connecticut,RES,residential,1259.4917,million kilowatt hours
2018-12-01,CT,Connecticut,RES,residential,1181.23642,million kilowatt hours
2018-11-01,CT,Connecticut,RES,residential,991.77729,million kilowatt hours
2018-10-01,CT,Connecticut,RES,residential,844.37573,million kilowatt hours
2018-09-01,CT,Connecticut,RES,residential,1048.27321,million kilowatt hours
2018-08-01,CT,Connecticut,RES,residential,1401.46971,million kilowatt hours
2018-07-01,CT,Connecticut,RES,residential,1462.35835,million kilowatt hours
2018-06-01,CT,Connecticut,RES,residential,973.52459,million kilowatt hours
2018-05-01,CT,Connecticut,RES,residential,835.89063,million kilowatt hours
2018-04-01,CT,Connecticut,RES,residential,916.16299,million kilowatt hours
2018-03-01,CT,Connecticut,RES,residential,1026.12452,million kilowatt hours
2018-02-01,CT,Connecticut,RES,residential,964.18791,million kilowatt hours
2018-01-01,CT,Connecticut,RES,residential,1415.99066,million kilowatt hours
2017-12-01,CT,Connecticut,RES,residential,1238.51405,million kilowatt hours
2017-11-01,CT,Connecticut,RES,residential,915.53717,million kilowatt hours
2017-10-01,CT,Connecticut,RES,residential,839.86009,million kilowatt hours
2017-09-01,CT,Connecticut,RES,residential,931.87411,million kilowatt hours
2017-08-01,CT,Connecticut,RES,residential,1168.75527,million kilowatt hours
2017-07-01,CT,Connecticut,RES,residential,1270.20933,million kilowatt hours
2017-06-01,CT,Connecticut,RES,residential,984.96244,million kilowatt hours
2017-05-01,CT,Connecticut,RES,residential,798.32366,million kilowatt hours
2017-04-01,CT,Connecticut,RES,residential,951.49311,million kilowatt hours
2017-03-01,CT,Connecticut,RES,residential,1018.57815,million kilowatt hours
2017-02-01,CT,Connecticut,RES,residential,1036.84502,million kilowatt hours
2017-01-01,CT,Connecticut,RES,residential,1224.56761,million kilowatt hours
2016-12-01,CT,Connecticut,RES,residential,1097.03418,million kilowatt hours
2016-11-01,CT,Connecticut,RES,residential,866.00659,million kilowatt hours
2016-10-01,CT,Connecticut,RES,residential,820.99007,million kilowatt hours
2016-09-01,CT,Connecticut,RES,residential,1199.80121,million kilowatt hours
2016-08-01,CT,Connecticut,RES,residential,1446.89528,million kilowatt hours
2016-07-01,CT,Connecticut,RES,residential,1240.91432,million kilowatt hours
2016-06-01,CT,Connecticut,RES,residential,1009.26657,million kilowatt hours
2016-05-01,CT,Connecticut,RES,residential,788.69514,million kilowatt hours
2016-04-01,CT,Connecticut,RES,residential,899.67102,million kilowatt hours
2016-03-01,CT,Connecticut,RES,residential,1011.90336,million kilowatt hours
2016-02-01,CT,Connecticut,RES,residential,1105.32799,million kilowatt hours
2016-01-01,CT,Connecticut,RES,residential,1190.47727,million kilowatt hours
2015-12-01,CT,Connecticut,RES,residential,1009.77948,million kilowatt hours
2015-11-01,CT,Connecticut,RES,residential,835.55927,million kilowatt hours
2015-10-01,CT,Connecticut,RES,residential,847.00393,million kilowatt hours
2015-09-01,CT,Connecticut,RES,residential,1180.17766,million kilowatt hours
2015-08-01,CT,Connecticut,RES,residential,1274.38795,million kilowatt hours
2015-07-01,CT,Connecticut,RES,residential,1204.42849,million kilowatt hours
2015-06-01,CT,Connecticut,RES,residential,942.84381,million kilowatt hours
2015-05-01,CT,Connecticut,RES,residential,803.01324,million kilowatt hours
2015-04-01,CT,Connecticut,RES,residential,990.73923,million kilowatt hours
2015-03-01,CT,Connecticut,RES,residential,1174.48004,million kilowatt hours
2015-02-01,CT,Connecticut,RES,residential,1334.41006,million kilowatt hours
2015-01-01,CT,Connecticut,RES,residential,1296.03884,million kilowatt hours
2014-12-01,CT,Connecticut,RES,residential,1159.45489,million kilowatt hours
2014-11-01,CT,Connecticut,RES,residential,925.17095,million kilowatt hours
2014-10-01,CT,Connecticut,RES,residential,800.73396,million kilowatt hours
2014-09-01,CT,Connecticut,RES,residential,1047.2214,million kilowatt hours
2014-08-01,CT,Connecticut,RES,residential,1121.64932,million kilowatt hours
2014-07-01,CT,Connecticut,RES,residential,1225.0592,million kilowatt hours
2014-06-01,CT,Connecticut,RES,residential,901.10951,million kilowatt hours
2014-05-01,CT,Connecticut,RES,residential,860.95323,million kilowatt hours
2014-04-01,CT,Connecticut,RES,residential,947.41529,million kilowatt hours
2014-03-01,CT,Connecticut,RES,residential,1152.43893,million kilowatt hours
2014-02-01,CT,Connecticut,RES,residential,1271.23883,million kilowatt hours
2014-01-01,CT,Connecticut,RES,residential,1365.13349,million kilowatt hours
2024-12-01,CT,Connecticut,COM,commercial,955.47955,million kilowatt hours
2024-11-01,CT,Connecticut,COM,commercial,890.55448,million kilowatt hours
2024-10-01,CT,Connecticut,COM,commercial,922.83245,million kilowatt hours
2024-09-01,CT,Connecticut,COM,commercial,1000.65218,million kilowatt hours
2024-08-01,CT,Connecticut,COM,commercial,1085.79967,million kilowatt hours
2024-07-01,CT,Connecticut,COM,commercial,1189.00619,million kilowatt hours
2024-06-01,CT,Connecticut,COM,commercial,1051.03014,million kilowatt hours
2024-05-01,CT,Connecticut,COM,commercial,952.88696,million kilowatt hours
2024-04-01,CT,Connecticut,COM,commercial,830.48773,million kilowatt hours
2024-03-01,CT,Connecticut,COM,commercial,892.28564,million kilowatt hours
2024-02-01,CT,Connecticut,COM,commercial,917.32795,million kilowatt hours
2024-01-01,CT,Connecticut,COM,commercial,974.36407,million kilowatt hours
2023-12-01,CT,Connecticut,COM,commercial,922.65532,million kilowatt hours
2023-11-01,CT,Connecticut,COM,commercial,890.47079,million kilowatt hours
2023-10-01,CT,Connecticut,COM,commercial,945.46545,million kilowatt hours
2023-09-01,CT,Connecticut,COM,commercial,978.98542,million kilowatt hours
2023-08-01,CT,Connecticut,COM,commercial,1000.04944,million kilowatt hours
2023-07-01,CT,Connecticut,COM,commercial,1220.18517,million kilowatt hours
2023-06-01,CT,Connecticut,COM,commercial,945.02872,million kilowatt hours
2023-05-01,CT,Connecticut,COM,commercial,936.23649,million kilowatt hours
2023-04-01,CT,Connecticut,COM,commercial,830.20141,million kilowatt hours
2023-03-01,CT,Connecticut,COM,commercial,933.81504,million kilowatt hours
2023-02-01,CT,Connecticut,COM,commercial,866.58551,million kilowatt hours
2023-01-01,CT,Connecticut,COM,commercial,903.91224,million kilowatt hours
2022-12-01,CT,Connecticut,COM,commercial,935.5444,million kilowatt hours
2022-11-01,CT,Connecticut,COM,commercial,889.39016,million kilowatt hours
2022-10-01,CT,Connecticut,COM,commercial,926.94376,million kilowatt hours
2022-09-01,CT,Connecticut,COM,commercial,952.55073,million kilowatt hours
2022-08-01,CT,Connecticut,COM,commercial,1131.04999,million kilowatt hours
2022-07-01,CT,Connecticut,COM,commercial,1168.45594,million kilowatt hours
2022-06-01,CT,Connecticut,COM,commercial,1008.66609,million kilowatt hours
2022-05-01,CT,Connecticut,COM,commercial,946.81213,million kilowatt hours
2022-04-01,CT,Connecticut,COM,commercial,842.41913,million kilowatt hours
2022-03-01,CT,Connecticut,COM,commercial,933.84177,million kilowatt hours
2022-02-01,CT,Connecticut,COM,commercial,887.87515,million kilowatt hours
2022-01-01,CT,Connecticut,COM,commercial,1002.27373,million kilowatt hours
2021-12-01,CT,Connecticut,COM,commercial,912.52799,million kilowatt hours
2021-11-01,CT,Connecticut,COM,commercial,926.90176,million kilowatt hours
2021-10-01,CT,Connecticut,COM,commercial,941.36867,million kilowatt hours
2021-09-01,CT,Connecticut,COM,commercial,968.74806,million kilowatt hours
2021-08-01,CT,Connecticut,COM,commercial,1321.82545,million kilowatt hours
2021-07-01,CT,Connecticut,COM,commercial,1007.07207,million kilowatt hours
2021-06-01,CT,Connecticut,COM,commercial,1101.71843,million kilowatt hours
2021-05-01,CT,Connecticut,COM,commercial,900.80176,million kilowatt hours
2021-04-01,CT,Connecticut,COM,commercial,858.81304,million kilowatt hours
2021-03-01,CT,Connecticut,COM,commercial,882.89962,million kilowatt hours
2021-02-01,CT,Connecticut,COM,commercial,911.03557,million kilowatt hours
2021-01-01,CT,Connecticut,COM,commercial,967.4556,million kilowatt hours
2020-12-01,CT,Connecticut,COM,commercial,929.7248,million kilowatt hours
2020-11-01,CT,Connecticut,COM,commercial,842.00129,million kilowatt hours
2020-10-01,CT,Connecticut,COM,commercial,899.67613,million kilowatt hours
2020-09-01,CT,Connecticut,COM,commercial,997.61546,million kilowatt hours
2020-08-01,CT,Connecticut,COM,commercial,1017.71476,million kilowatt hours
2020-07-01,CT,Connecticut,COM,commercial,1147.73617,million kilowatt hours
2020-06-01,CT,Connecticut,COM,commercial,994.37763,million kilowatt hours
2020-05-01,CT,Connecticut,COM,commercial,813.97972,million kilowatt hours
2020-04-01,CT,Connecticut,COM,commercial,677.17021,million kilowatt hours
2020-03-01,CT,Connecticut,COM,commercial,910.59344,million kilowatt hours
2020-02-01,CT,Connecticut,COM,commercial,938.68175,million kilowatt hours
2020-01-01,CT,Connecticut,COM,commercial,976.62464,million kilowatt hours
2019-12-01,CT,Connecticut,COM,commercial,978.20237,million kilowatt hours
2019-11-01,CT,Connecticut,COM,commercial,1019.35192,million kilowatt hours
2019-10-01,CT,Connecticut,COM,commercial,984.49974,million kilowatt hours
2019-09-01,CT,Connecticut,COM,commercial,1007.67919,million kilowatt hours
2019-08-01,CT,Connecticut,COM,commercial,1099.26247,million kilowatt hours
2019-07-01,CT,Connecticut,COM,commercial,1232.45437,million kilowatt hours
2019-06-01,CT,Connecticut,COM,commercial,1040.89155,million kilowatt hours
2019-05-01,CT,Connecticut,COM,commercial,931.1936,million kilowatt hours
2019-04-01,CT,Connecticut,COM,commercial,902.3595,million kilowatt hours
2019-03-01,CT,Connecticut,COM,commercial,977.85236,million kilowatt hours
2019-02-01,CT,Connecticut,COM,commercial,927.06238,million kilowatt hours
2019-01-01,CT,Connecticut,COM,commercial,1056.97855,million kilowatt hours
2018-12-01,CT,Connecticut,COM,commercial,974.80432,million kilowatt hours
2018-11-01,CT,Connecticut,COM,commercial,944.70172,million kilowatt hours
2018-10-01,CT,Connecticut,COM,commercial,1043.16981,million kilowatt hours
2018-09-01,CT,Connecticut,COM,commercial,1017.49105,million kilowatt hours
2018-08-01,CT,Connecticut,COM,commercial,1245.542,million kilowatt hours
2018-07-01,CT,Connecticut,COM,commercial,1221.74162,million kilowatt hours
2018-06-01,CT,Connecticut,COM,commercial,1050.66183,million kilowatt hours
2018-05-01,CT,Connecticut,COM,commercial,1009.72124,million kilowatt hours
2018-04-01,CT,Connecticut,COM,commercial,911.20022,million kilowatt hours
2018-03-01,CT,Connecticut,COM,commercial,969.62435,million kilowatt hours
2018-02-01,CT,Connecticut,COM,commercial,946.43139,million kilowatt hours
2018-01-01,CT,Connecticut,COM,commercial,1045.97347,million kilowatt hours
2017-12-01,CT,Connecticut,COM,commercial,1022.70811,million kilowatt hours
2017-11-01,CT,Connecticut,COM,commercial,979.01557,million kilowatt hours
2017-10-01,CT,Connecticut,COM,commercial,1004.36921,million kilowatt hours
2017-09-01,CT,Connecticut,COM,commercial,1061.3552,million kilowatt hours
2017-08-01,CT,Connecticut,COM,commercial,1164.04863,million kilowatt hours
2017-07-01,CT,Connecticut,COM,commercial,1150.15088,million kilowatt hours
2017-06-01,CT,Connecticut,COM,commercial,1064.59651,million kilowatt hours
2017-05-01,CT,Connecticut,COM,commercial,938.67496,million kilowatt hours
2017-04-01,CT,Connecticut,COM,commercial,974.15402,million kilowatt hours
2017-03-01,CT,Connecticut,COM,commercial,979.53388,million kilowatt hours
2017-02-01,CT,Connecticut,COM,commercial,945.45623,million kilowatt hours
2017-01-01,CT,Connecticut,COM,commercial,1051.3508,million kilowatt hours
2016-12-01,CT,Connecticut,COM,commercial,1030.17716,million kilowatt hours
2016-11-01,CT,Connecticut,COM,commercial,923.31871,million kilowatt hours
2016-10-01,CT,Connecticut,COM,commercial,992.17094,million kilowatt hours
2016-09-01,CT,Connecticut,COM,commercial,1172.19301,million kilowatt hours
2016-08-01,CT,Connecticut,COM,commercial,1257.95732,million kilowatt hours
2016-07-01,CT,Connecticut,COM,commercial,1181.10588,million kilowatt hours
2016-06-01,CT,Connecticut,COM,commercial,1125.12715,million kilowatt hours
2016-05-01,CT,Connecticut,COM,commercial,950.68599,million kilowatt hours
2016-04-01,CT,Connecticut,COM,commercial,992.34507,million kilowatt hours
2016-03-01,CT,Connecticut,COM,commercial,1002.91229,million kilowatt hours
2016-02-01,CT,Connecticut,COM,commercial,995.25075,million kilowatt hours
2016-01-01,CT,Connecticut,COM,commercial,1078.01972,million kilowatt hours
2015-12-01,CT,Connecticut,COM,commercial,1013.52666,million kilowatt hours
2015-11-01,CT,Connecticut,COM,commercial,960.25096,million kilowatt hours
2015-10-01,CT,Connecticut,COM,commercial,1013.40796,million kilowatt hours
2015-09-01,CT,Connecticut,COM,commercial,1199.74513,million kilowatt hours
2015-08-01,CT,Connecticut,COM,commercial,1220.45857,million kilowatt hours
2015-07-01,CT,Connecticut,COM,commercial,1221.22008,million kilowatt hours
2015-06-01,CT,Connecticut,COM,commercial,1099.92266,million kilowatt hours
2015-05-01,CT,Connecticut,COM,commercial,978.59985,million kilowatt hours
2015-04-01,CT,Connecticut,COM,commercial,1016.6737,million kilowatt hours
2015-03-01,CT,Connecticut,COM,commercial,1082.6372,million kilowatt hours
2015-02-01,CT,Connecticut,COM,commercial,1062.12997,million kilowatt hours
2015-01-01,CT,Connecticut,COM,commercial,1089.99728,million kilowatt hours
2014-12-01,CT,Connecticut,COM,commercial,1056.53767,million kilowatt hours
2014-11-01,CT,Connecticut,COM,commercial,1002.98548,million kilowatt hours
2014-10-01,CT,Connecticut,COM,commercial,1009.76355,million kilowatt hours
2014-09-01,CT,Connecticut,COM,commercial,1135.92262,million kilowatt hours
2014-08-01,CT,Connecticut,COM,commercial,1169.32203,million kilowatt hours
2014-07-01,CT,Connecticut,COM,commercial,1214.03377,million kilowatt hours
2014-06-01,CT,Connecticut,COM,commercial,1076.59139,million kilowatt hours
2014-05-01,CT,Connecticut,COM,commercial,1008.02944,million kilowatt hours
2014-04-01,CT,Connecticut,COM,commercial,983.16067,million kilowatt hours
2014-03-01,CT,Connecticut,COM,commercial,1035.13157,million kilowatt hours
2014-02-01,CT,Connecticut,COM,commercial,1072.71268,million kilowatt hours
2014-01-01,CT,Connecticut,COM,commercial,1129.34016,million kilowatt hours
2024-12-01,ME,Maine,RES,residential,399.04885,million kilowatt hours
2024-11-01,ME,Maine,RES,residential,366.40955,million kilowatt hours
2024-10-01,ME,Maine,RES,residential,341.6285,million kilowatt hours
2024-09-01,ME,Maine,RES,residential,386.45241,million kilowatt hours
2024-08-01,ME,Maine,RES,residential,435.02596,million kilowatt hours
2024-07-01,ME,Maine,RES,residential,411.88535,million kilowatt hours
2024-06-01,ME,Maine,RES,residential,356.9573,million kilowatt hours
2024-05-01,ME,Maine,RES,residential,390.34411,million kilowatt hours
2024-04-01,ME,Maine,RES,residential,431.45906,million kilowatt hours
2024-03-01,ME,Maine,RES,residential,435.48538,million kilowatt hours
2024-02-01,ME,Maine,RES,residential,474.91138,million kilowatt hours
2024-01-01,ME,Maine,RES,residential,471.88414,million kilowatt hours
2023-12-01,ME,Maine,RES,residential,420.55284,million kilowatt hours
2023-11-01,ME,Maine,RES,residential,392.66542,million kilowatt hours
2023-10-01,ME,Maine,RES,residential,346.78237,million kilowatt hours
2023-09-01,ME,Maine,RES,residential,402.23437,million kilowatt hours
2023-08-01,ME,Maine,RES,residential,447.04254,million kilowatt hours
2023-07-01,ME,Maine,RES,residential,412.91576,million kilowatt hours
2023-06-01,ME,Maine,RES,residential,340.88425,million kilowatt hours
2023-05-01,ME,Maine,RES,residential,333.66239,million kilowatt hours
2023-04-01,ME,Maine,RES,residential,384.17907,million kilowatt hours
2023-03-01,ME,Maine,RES,residential,459.64634,million kilowatt hours
2023-02-01,ME,Maine,RES,residential,492.77373,million kilowatt hours
2023-01-01,ME,Maine,RES,residential,485.33893,million kilowatt hours
2022-12-01,ME,Maine,RES,residential,442.87751,million kilowatt hours
2022-11-01,ME,Maine,RES,residential,378.25519,million kilowatt hours
2022-10-01,ME,Maine,RES,residential,339.88712,million kilowatt hours
2022-09-01,ME,Maine,RES,residential,395.0012,million kilowatt hours
2022-08-01,ME,Maine,RES,residential,484.67,million kilowatt hours
2022-07-01,ME,Maine,RES,residential,399.76174,million kilowatt hours
2022-06-01,ME,Maine,RES,residential,356.43755,million kilowatt hours
2022-05-01,ME,Maine,RES,residential,353.65399,million kilowatt hours
2022-04-01,ME,Maine,RES,residential,397.84954,million kilowatt hours
2022-03-01,ME,Maine,RES,residential,493.69056,million kilowatt hours
2022-02-01,ME,Maine,RES,residential,501.10962,million kilowatt hours
2022-01-01,ME,Maine,RES,residential,547.68,million kilowatt hours
2021-12-01,ME,Maine,RES,residential,495.50251,million kilowatt hours
2021-11-01,ME,Maine,RES,residential,365.25257,million kilowatt hours
2021-10-01,ME,Maine,RES,residential,352.2313,million kilowatt hours
2021-09-01,ME,Maine,RES,residential,437.35582,million kilowatt hours
2021-08-01,ME,Maine,RES,residential,436.38626,million kilowatt hours
2021-07-01,ME,Maine,RES,residential,429.97373,million kilowatt hours
2021-06-01,ME,Maine,RES,residential,386.77151,million kilowatt hours
2021-05-01,ME,Maine,RES,residential,342.11034,million kilowatt hours
2021-04-01,ME,Maine,RES,residential,423.9298,million kilowatt hours
2021-03-01,ME,Maine,RES,residential,456.61498,million kilowatt hours
2021-02-01,ME,Maine,RES,residential,468.12911,million kilowatt hours
2021-01-01,ME,Maine,RES,residential,468.00806,million kilowatt hours
2020-12-01,ME,Maine,RES,residential,423.78465,million kilowatt hours
2020-11-01,ME,Maine,RES,residential,350.89258,million kilowatt hours
2020-10-01,ME,Maine,RES,residential,362.99703,million kilowatt hours
2020-09-01,ME,Maine,RES,residential,385.28006,million kilowatt hours
2020-08-01,ME,Maine,RES,residential,485.72863,million kilowatt hours
2020-07-01,ME,Maine,RES,residential,454.02444,million kilowatt hours
2020-06-01,ME,Maine,RES,residential,372.65102,million kilowatt hours
2020-05-01,ME,Maine,RES,residential,359.95718,million kilowatt hours
2020-04-01,ME,Maine,RES,residential,401.91294,million kilowatt hours
2020-03-01,ME,Maine,RES,residential,424.19154,million kilowatt hours
2020-02-01,ME,Maine,RES,residential,398.51997,million kilowatt hours
2020-01-01,ME,Maine,RES,residential,485.32297,million kilowatt hours
2019-12-01,ME,Maine,RES,residential,438.65675,million kilowatt hours
2019-11-01,ME,Maine,RES,residential,389.6277,million kilowatt hours
2019-10-01,ME,Maine,RES,residential,347.42135,million kilowatt hours
2019-09-01,ME,Maine,RES,residential,360.00979,million kilowatt hours
2019-08-01,ME,Maine,RES,residential,412.85738,million kilowatt hours
2019-07-01,ME,Maine,RES,residential,395.60656,million kilowatt hours
2019-06-01,ME,Maine,RES,residential,330.85118,million kilowatt hours
2019-05-01,ME,Maine,RES,residential,363.55413,million kilowatt hours
2019-04-01,ME,Maine,RES,residential,368.66746,million kilowatt hours
2019-03-01,ME,Maine,RES,residential,439.63528,million kilowatt hours
2019-02-01,ME,Maine,RES,residential,465.4563,million kilowatt hours
2019-01-01,ME,Maine,RES,residential,481.46513,million kilowatt hours
2018-12-01,ME,Maine,RES,residential,455.50173,million kilowatt hours
2018-11-01,ME,Maine,RES,residential,382.90583,million kilowatt hours
2018-10-01,ME,Maine,RES,residential,357.20807,million kilowatt hours
2018-09-01,ME,Maine,RES,residential,397.80946,million kilowatt hours
2018-08-01,ME,Maine,RES,residential,451.74398,million kilowatt hours
2018-07-01,ME,Maine,RES,residential,386.30437,million kilowatt hours
2018-06-01,ME,Maine,RES,residential,344.42748,million kilowatt hours
2018-05-01,ME,Maine,RES,residential,325.24989,million kilowatt hours
2018-04-01,ME,Maine,RES,residential,381.76731,million kilowatt hours
2018-03-01,ME,Maine,RES,residential,418.59691,million kilowatt hours
2018-02-01,ME,Maine,RES,residential,447.10677,million kilowatt hours
2018-01-01,ME,Maine,RES,residential,523.3792,million kilowatt hours
2017-12-01,ME,Maine,RES,residential,421.71348,million kilowatt hours
2017-11-01,ME,Maine,RES,residential,387.04656,million kilowatt hours
2017-10-01,ME,Maine,RES,residential,323.51508,million kilowatt hours
2017-09-01,ME,Maine,RES,residential,371.77438,million kilowatt hours
2017-08-01,ME,Maine,RES,residential,374.81305,million kilowatt hours
2017-07-01,ME,Maine,RES,residential,377.82511,million kilowatt hours
2017-06-01,ME,Maine,RES,residential,359.53961,million kilowatt hours
2017-05-01,ME,Maine,RES,residential,340.95767,million kilowatt hours
2017-04-01,ME,Maine,RES,residential,370.46373,million kilowatt hours
2017-03-01,ME,Maine,RES,residential,442.12292,million kilowatt hours
2017-02-01,ME,Maine,RES,residential,390.67361,million kilowatt hours
2017-01-01,ME,Maine,RES,residential,478.0898,million kilowatt hours
2016-12-01,ME,Maine,RES,residential,445.04273,million kilowatt hours
2016-11-01,ME,Maine,RES,residential,328.958,million kilowatt hours
2016-10-01,ME,Maine,RES,residential,328.4991,million kilowatt hours
2016-09-01,ME,Maine,RES,residential,391.23885,million kilowatt hours
2016-08-01,ME,Maine,RES,residential,430.75094,million kilowatt hours
2016-07-01,ME,Maine,RES,residential,372.59494,million kilowatt hours
2016-06-01,ME,Maine,RES,residential,332.9184,million kilowatt hours
2016-05-01,ME,Maine,RES,residential,334.22029,million kilowatt hours
2016-04-01,ME,Maine,RES,residential,359.20828,million kilowatt hours
2016-03-01,ME,Maine,RES,residential,418.9321,million kilowatt hours
2016-02-01,ME,Maine,RES,residential,408.66854,million kilowatt hours
2016-01-01,ME,Maine,RES,residential,434.79282,million kilowatt hours
2015-12-01,ME,Maine,RES,residential,430.80993,million kilowatt hours
2015-11-01,ME,Maine,RES,residential,323.47684,million kilowatt hours
2015-10-01,ME,Maine,RES,residential,343.78942,million kilowatt hours
2015-09-01,ME,Maine,RES,residential,388.12931,million kilowatt hours
2015-08-01,ME,Maine,RES,residential,403.16618,million kilowatt hours
2015-07-01,ME,Maine,RES,residential,375.67052,million kilowatt hours
2015-06-01,ME,Maine,RES,residential,332.27553,million kilowatt hours
2015-05-01,ME,Maine,RES,residential,315.59547,million kilowatt hours
2015-04-01,ME,Maine,RES,residential,390.01583,million kilowatt hours
2015-03-01,ME,Maine,RES,residential,426.14772,million kilowatt hours
2015-02-01,ME,Maine,RES,residential,453.23584,million kilowatt hours
2015-01-01,ME,Maine,RES,residential,479.9884,million kilowatt hours
2014-12-01,ME,Maine,RES,residential,444.6528,million kilowatt hours
2014-11-01,ME,Maine,RES,residential,373.40281,million kilowatt hours
2014-10-01,ME,Maine,RES,residential,334.53604,million kilowatt hours
